annotator,ranges,tokens,label,id,positive_words,neutral_words,negative_words
B,"[[945, 1028]]",a excessiva representação desses clubes (e dos seus dirigentes) nos media nacionais,Value(-),2453,1,1,1
B,"[[783, 929]]","a maximização dos erros de arbitragem que prejudicam os três chamados grandes, criando condições para que sejam, invariavelmente, mais favorecidos",Value(-),2454,1,2,0
B,"[[1394, 1525]]",os adeptos do Sporting de Braga foram surpreendidos por uma escolha que teve tanto de imprevisível e incompreensível como de amarga,Value(-),2455,1,1,3
B,"[[1147, 1191]]",a época que agora termina não deixa saudades,Value,2456,0,0,0
B,"[[1757, 1917]]","resultados na Liga (melhores que as exibições, sublinhe-se) terem dado o benefício da dúvida a um treinador que não gozava de qualquer empatia junto dos adeptos",Value,2457,2,1,0
B,"[[1919, 1987]]",os desaires na Liga Europa aumentaram a desconfiança dos bracarenses,Value,2458,0,0,0
B,"[[2364, 2417]]",Suspirou-se para que ficasse como treinador principal,Value,2459,0,1,0
B,"[[2211, 2300]]",a passagem fugaz de Abel Ferreira pelo comando técnico deixou um rasto altamente positivo,Value(+),2460,2,2,0
B,"[[2423, 2548]]","logo depois do jogo, Jorge Simão, que brilhava em Chaves, chegou com um discurso que fez os bracarenses acreditarem outra vez",Value,2461,0,0,0
B,"[[2551, 2580]]",O estado de graça acabou cedo,Value,2462,0,0,0
B,"[[2582, 2657]]",primeiro a derrota em casa com o Vitória de Guimarães (inédita na Pedreira),Fact,2463,1,1,0
B,"[[2661, 2769]]","depois, a derrota na final da Taça da Liga, diante de um Moreirense que a Liga batizou de campeão de inverno",Fact,2464,0,1,0
B,"[[3531, 3641]]",A vitória do Benfica consolida a ideia de que as estruturas desportivas dos clubes também podem ganhar títulos,Value,2465,0,1,0
B,"[[3817, 3912]]","No duelo com o FC Porto, o Benfica mostrou mais pulmão, mais músculo e, sobretudo, mais cérebro",Value(+),2466,0,0,0
B,"[[3914, 3981]]",A diferença de qualidade entre os plantéis pode ter sido importante,Value,2467,1,1,0
B,"[[3987, 4177]]","não explica tudo: o FC Porto de Nuno Espírito Santo não geriu bem a pressão, enjeitando todas as oportunidades que o adversário lhe deu para se chegar (ou mesmo ficar) à frente do campeonato",Value,2468,2,1,2
B,"[[4343, 4366]]",Suspeição que se adensa,Value(-),2469,0,0,0
B,"[[4389, 4431]]",teremos equipas e jogos de primeira classe,Value,2470,0,1,0
B,"[[4433, 4447]]",com 20 câmaras,Fact,2471,0,0,0
B,"[[4451, 4484]]",equipas e jogos de segunda classe,Value,2472,0,1,0
B,"[[4486, 4509]]",com apenas oito câmaras,Fact,2473,0,0,0
C,"[[203, 254]]","um balanço é, quase sempre, um atualizar de desejos",Value,2474,0,0,0
C,"[[107, 186]]","renovando-se, ano após ano, os sonhos, os desejos e as expectativas dos adeptos",Value,2475,1,0,0
C,"[[276, 329]]",a época fica marcada pelo acentuar de duas tendências,Value,2476,2,0,0
C,"[[331, 412]]",o aumento da conflituosidade e da desconfiança em torno das estruturas do futebol,Value(-),2477,0,0,0
C,"[[415, 485]]",a redução da competitividade na Liga e restantes competições nacionais,Value(-),2478,0,1,0
C,"[[626, 715]]",a colossal diferença entre os orçamentos dos três chamados grandes e dos restantes clubes,Value(-),2479,0,3,0
C,"[[729, 768]]",o número excessivo de equipas na I Liga,Value(-),2480,0,0,1
C,"[[783, 929]]","a maximização dos erros de arbitragem que prejudicam os três chamados grandes, criando condições para que sejam, invariavelmente, mais favorecidos",Value(-),2481,1,2,0
C,"[[945, 1028]]",a excessiva representação desses clubes (e dos seus dirigentes) nos media nacionais,Value(-),2482,1,1,1
C,"[[1053, 1134]]","em Portugal, os estádios estão tristemente vazios na esmagadora maioria dos jogos",Value(-),2483,0,2,0
C,"[[1919, 1987]]",os desaires na Liga Europa aumentaram a desconfiança dos bracarenses,Value(-),2484,0,0,0
C,"[[1757, 1917]]","resultados na Liga (melhores que as exibições, sublinhe-se) terem dado o benefício da dúvida a um treinador que não gozava de qualquer empatia junto dos adeptos",Value,2485,2,1,0
C,"[[3643, 3699]]","Este ano, a luta a dois começou a desenhar-se muito cedo",Value,2486,0,0,0
C,"[[3701, 3771]]",Sporting CP e SC Braga saíram da luta pelo título ainda antes do Natal,Value,2487,0,0,0
B,"[[930, 952]]",Foi uma década ingrata,Value(-),2488,0,0,1
B,"[[1205, 1229]]",Dificuldades financeiras,Value(-),2489,0,1,0
B,"[[1231, 1255]]",falta momentânea de rumo,Value(-),2490,0,1,1
B,"[[1257, 1283]]",aconteceu de tudo um pouco,Value,2491,0,0,1
B,"[[2615, 2648]]",Desenganem-se os “três estarolas”,Policy,2492,0,0,1
B,"[[2650, 2727]]",não nos impressiona a vertigem vociferante dos vossos papagaios omnipresentes,Value,2493,1,0,1
B,"[[2729, 2796]]",nem as reportagens a toda a hora sobre os vossos treinos e estágios,Value,2494,0,0,0
B,"[[2798, 2895]]",nem as toneladas de árvores abatidas para imprimir as vossas anedotas e endeusar atletas vulgares,Value,2495,2,0,3
B,"[[2897, 2929]]",nem as vossas festas antecipadas,Value,2496,0,0,0
B,"[[2933, 3010]]",muito menos nos importam as discussões sobre as vossas “verdades desportivas”,Value,2497,0,0,0
B,"[[3017, 3134]]","temos um tal crédito na coluna da injustiça, que demoraria outros 70 campeonatos a gastar em benefícios de arbitragem",Value,2498,0,1,0
C,"[[2933, 3010]]",muito menos nos importam as discussões sobre as vossas “verdades desportivas”,Value,2499,0,0,0
C,"[[3017, 3134]]","temos um tal crédito na coluna da injustiça, que demoraria outros 70 campeonatos a gastar em benefícios de arbitragem",Value,2500,0,1,0
C,"[[2615, 2648]]",Desenganem-se os “três estarolas”,Policy,2501,0,0,1
C,"[[2650, 2727]]",não nos impressiona a vertigem vociferante dos vossos papagaios omnipresentes,Value,2502,1,0,1
C,"[[2729, 2796]]",nem as reportagens a toda a hora sobre os vossos treinos e estágios,Value,2503,0,0,0
C,"[[2798, 2895]]",nem as toneladas de árvores abatidas para imprimir as vossas anedotas e endeusar atletas vulgares,Value,2504,2,0,3
C,"[[2897, 2929]]",nem as vossas festas antecipadas,Value,2505,0,0,0
C,"[[107, 286]]","o Vitória Sport Clube é o clube que há mais tempo, de modo mais consistente, arrastando mais adeptos, tem lutado contra a hegemonia dos chamados “três grandes” do futebol nacional",Value(+),2506,2,3,0
C,"[[0, 76]]","Com 71 presenças no principal escalão do futebol nacional, entre 1941 e 2017",Fact,2507,0,2,0
C,"[[406, 476]]",O Vitória e os seus adeptos não chegaram a esta luta há dez ou 15 anos,Value,2508,1,0,0
C,"[[478, 506]]",Andamos cá há 76 longos anos,Value,2509,0,1,0
D,"[[1205, 1283]]","Dificuldades financeiras, falta momentânea de rumo, aconteceu de tudo um pouco",Value(-),2510,0,2,2
D,"[[1289, 1387]]","persistimos, teimosos, bairristas, trabalhadores e industriosos como sempre fomos, os vimaranenses",Value,2511,1,2,1
D,"[[2468, 2488]]",tudo pode ambicionar,Value,2512,1,0,0
D,"[[2214, 2301]]",Há sempre quem confunda a flor com o fruto e se apaixone pela volatilidade do seu aroma,Value,2513,0,0,0
D,"[[2307, 2451]]",o vitoriano sabe a diferença entre o arrebate fátuo da paixão que se consome num estado de alma e o carácter intemporal do amor que tudo aguenta,Value,2514,2,0,1
D,"[[2615, 2648]]",Desenganem-se os “três estarolas”,Value,2515,0,0,1
D,"[[2650, 2929]]","não nos impressiona a vertigem vociferante dos vossos papagaios omnipresentes, nem as reportagens a toda a hora sobre os vossos treinos e estágios, nem as toneladas de árvores abatidas para imprimir as vossas anedotas e endeusar atletas vulgares, nem as vossas festas antecipadas",Value,2516,3,0,4
D,"[[2933, 3010]]",muito menos nos importam as discussões sobre as vossas “verdades desportivas”,Value,2517,0,0,0
D,"[[3017, 3134]]","temos um tal crédito na coluna da injustiça, que demoraria outros 70 campeonatos a gastar em benefícios de arbitragem",Value(-),2518,0,1,0
A,"[[140, 213]]",Estas condições poderiam fazer de nós um caso de referência internacional,Value,2519,0,2,0
A,"[[219, 360]]","continuamos a ser incapazes de estudar, valorizar, mostrar e orgulharmo-nos do nosso património herdado e de transmiti-lo às gerações futuras",Value(-),2520,2,2,2
A,"[[0, 43]]",Portugal é definitivamente um país estranho,Value,2521,0,1,0
A,"[[45, 138]]","Vivemos num território que alberga uma milenar herança de várias épocas, povos e civilizações",Value,2522,0,0,0
A,"[[1417, 1453]]",se registem duas fases de construção,Fact,2523,0,0,0
A,"[[1334, 1408]]",tem sido interpretada como pertencente a um mausoléu de época tardo-romana,Fact,2524,1,1,0
C,"[[0, 43]]",Portugal é definitivamente um país estranho,Value,2525,0,1,0
C,"[[45, 138]]","Vivemos num território que alberga uma milenar herança de várias épocas, povos e civilizações",Fact,2526,0,0,0
C,"[[140, 213]]",Estas condições poderiam fazer de nós um caso de referência internacional,Value,2527,0,2,0
C,"[[219, 360]]","continuamos a ser incapazes de estudar, valorizar, mostrar e orgulharmo-nos do nosso património herdado e de transmiti-lo às gerações futuras",Value(-),2528,2,2,2
C,"[[362, 415]]",Um país que agora é visitado por milhares de turistas,Fact,2529,0,0,0
C,"[[425, 649]]","continua a ter as suas memórias fechadas, abandonadas, arruinadas ou (como recentemente sucedeu com um elemento pertencente a um conjunto classificado como Património da Humanidade) vandalizadas de forma sorrateira e ignóbil",Value(-),2530,1,1,6
D,"[[0, 43]]",Portugal é definitivamente um país estranho,Value(-),2531,0,1,0
D,"[[45, 138]]","Vivemos num território que alberga uma milenar herança de várias épocas, povos e civilizações",Fact,2532,0,0,0
D,"[[140, 213]]",Estas condições poderiam fazer de nós um caso de referência internacional,Value(+),2533,0,2,0
D,"[[219, 360]]","continuamos a ser incapazes de estudar, valorizar, mostrar e orgulharmo-nos do nosso património herdado e de transmiti-lo às gerações futuras",Value(-),2534,2,2,2
D,"[[362, 415]]",Um país que agora é visitado por milhares de turistas,Fact,2535,0,0,0
D,"[[425, 649]]","continua a ter as suas memórias fechadas, abandonadas, arruinadas ou (como recentemente sucedeu com um elemento pertencente a um conjunto classificado como Património da Humanidade) vandalizadas de forma sorrateira e ignóbil",Fact,2536,1,1,6
D,"[[1969, 2091]]",não está em causa a continuação da obra; apenas que esta contemplasse a integração de tão relevante estrutura arqueológica,Value,2537,1,0,1
D,"[[2101, 2324]]","estamos a falar de um parque verde, um espaço de passeio, fruição e lazer, onde a integração de um elemento do património arqueológico poderia funcionar como uma mais-valia do ponto de vista cultural, turístico e pedagógico",Value(+),2538,4,3,0
D,"[[2351, 2488]]",as escavações arqueológicas poderem trazer à luz do dia ainda mais estruturas ou artefactos que acresçam valor ao que já foi identificado,Value(+),2539,0,1,1
A,"[[79, 102]]",É normal que assim seja,Value,2540,0,1,0
A,"[[104, 119]]",sou historiador,Fact,2541,0,0,0
A,"[[122, 158]]",há 30 anos que estudo esses assuntos,Fact,2542,0,0,0
A,"[[164, 326]]","mesmo que não fosse historiador e que a escravatura não fosse a minha área de especialização, eu continuaria a olhar estas questões de um ponto de vista histórico",Value,2543,1,3,0
A,"[[360, 512]]","os navios negreiros, os chicotes, a separação forçada de pais e filhos e todas as injustiças e atrocidades relativas à escravatura negra já cá não estão",Value,2544,0,3,1
A,"[[767, 816]]",a antiga escravatura dos africanos já cá não está,Value,2545,1,1,0
A,"[[828, 946]]","esforços e às vidas das pessoas, brancas e negras, que contra ela lutaram desde finais do século XVIII até lhe pôr fim",Value,2546,0,4,0
A,"[[948, 1100]]","Parece inútil, portanto, estar a trazer para a praça pública algo que já foi profusamente debatido — repito: profusamente debatido — e que já não existe",Value(-),2547,1,4,1
A,"[[1860, 1964]]",É compreensível e humano que assim seja quando se abordam dramas com esta dimensão e este grau de horror,Value,2548,2,0,0
A,"[[2025, 2055]]",faz falta algum distanciamento,Value,2549,0,0,1
C,"[[164, 195]]",mesmo que não fosse historiador,Value,2550,0,1,0
C,"[[258, 326]]",eu continuaria a olhar estas questões de um ponto de vista histórico,Value,2551,1,2,0
C,"[[360, 512]]","os navios negreiros, os chicotes, a separação forçada de pais e filhos e todas as injustiças e atrocidades relativas à escravatura negra já cá não estão",Value,2552,0,3,1
C,"[[202, 256]]",a escravatura não fosse a minha área de especialização,Value,2553,0,0,0
C,"[[4812, 4837]]",não ter vingado em Durban,Value(-),2554,0,1,0
C,"[[4912, 4961]]",a agenda mantém-se viva e prossegue o seu caminho,Value(+),2555,1,0,0
C,"[[0, 77]]",Eu olho o tráfico e a escravidão dos africanos de um ponto de vista histórico,Value,2556,2,1,0
C,"[[104, 119]]",sou historiador,Fact,2557,0,0,0
C,"[[122, 158]]",há 30 anos que estudo esses assuntos,Fact,2558,0,0,0
C,"[[948, 1100]]","Parece inútil, portanto, estar a trazer para a praça pública algo que já foi profusamente debatido — repito: profusamente debatido — e que já não existe",Value,2559,1,4,1
C,"[[767, 946]]","a antiga escravatura dos africanos já cá não está graças aos esforços e às vidas das pessoas, brancas e negras, que contra ela lutaram desde finais do século XVIII até lhe pôr fim",Value,2560,1,5,0
C,"[[1111, 1135]]",há quem queira um debate,Value,2561,0,0,0
C,"[[4387, 4476]]",As reivindicações a que assistimos após as declarações de Marcelo não nasceram de repente,Value,2562,0,1,0
C,"[[4644, 4800]]","Obedecem, mesmo que seja por simples imitação, a uma agenda reivindicativa internacional que vem dos anos 90 e foi afinada em 2001, na Conferência de Durban",Value,2563,1,4,0
D,"[[79, 102]]",É normal que assim seja,Value,2564,0,1,0
D,"[[104, 158]]",sou historiador e há 30 anos que estudo esses assuntos,Fact,2565,0,0,0
D,"[[258, 326]]",eu continuaria a olhar estas questões de um ponto de vista histórico,Value,2566,1,2,0
D,"[[174, 256]]",não fosse historiador e que a escravatura não fosse a minha área de especialização,Value,2567,0,0,0
D,"[[328, 352]]",Posso dar-me a esse luxo,Value,2568,1,0,0
D,"[[360, 512]]","os navios negreiros, os chicotes, a separação forçada de pais e filhos e todas as injustiças e atrocidades relativas à escravatura negra já cá não estão",Fact,2569,0,3,1
D,"[[767, 946]]","a antiga escravatura dos africanos já cá não está graças aos esforços e às vidas das pessoas, brancas e negras, que contra ela lutaram desde finais do século XVIII até lhe pôr fim",Fact,2570,1,5,0
D,"[[948, 1100]]","Parece inútil, portanto, estar a trazer para a praça pública algo que já foi profusamente debatido — repito: profusamente debatido — e que já não existe",Value,2571,1,4,1
D,"[[1111, 1135]]",há quem queira um debate,Fact,2572,0,0,0
D,"[[514, 761]]","O que cá está — e me arrepia — são os pobres desgraçados que cruzam o Mediterrâneo em barquinhos que frequentemente se afundam, as mulheres e crianças que são forçadas a prostituir-se, as formas de escravidão por dívida que ainda florescem na Ásia",Fact,2573,2,1,3
